onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	4.97279921197332	1001000011.jpg	2	1	6	0	0.0775965549296975	0.0477947443233874
14	5	1	3.90881685196655	1111110011.jpg	1	1	2	1	1.39999394425267	0.999975999651669
26	5	2	4.51231305499095	1110000011.jpg	2	1	5	0	0.00374581869891009	7.06716392685686e-05
38	5	2	3.7072366370121	0000001111.jpg	2	1	6	1	1.39999394425267	0.999975999651669
50	5	1	NaN	1011110111.jpg	NaN	0	2	0	1.39998050250637	0.999975999667003
62	5	2	4.77858908602502	0010010011.jpg	1	0	6	1	1.39999394425267	9.77982123016586e-08
74	5	2	3.54858890501782	0101000011.jpg	2	1	6	1	1.39999394425267	0.707101100982106
86	5	1	2.2169681530213	0110111111.jpg	1	1	2	0	0.0775965549296975	0.0477947443233874
98	5	1	3.04330756701529	1010111111.jpg	1	1	2	1	1.39999394425267	0.707101100982106
110	5	2	4.79132904298604	1000100011.jpg	1	0	6	1	1.39999394425267	9.2204395894317e-08
122	5	2	2.40209302195581	0000000011.jpg	2	1	8	0	1.39998050250922	1
134	5	1	1.76522548997309	0111110011.jpg	1	1	3	0	0.0775969274499035	0.0675900852541077
146	5	1	3.43259775999468	0111011111.jpg	1	1	2	1	1.39999394425267	9.2204395894317e-08
158	5	1	1.98891984502552	1110111111.jpg	1	1	1	0	1.39998722329025	0.707109586460368
170	5	1	3.90311991900671	1101101111.jpg	1	1	2	1	1.39999394425267	9.77982123016586e-08
182	5	1	4.27568236400839	1110001111.jpg	2	0	3	0	0.00374585466295023	7.06699431260524e-05
194	5	1	1.42138659802731	1111101111.jpg	1	1	1	0	0.0675825601913919	6.23575690522217e-05
206	5	2	2.79269676998956	0010000011.jpg	2	1	7	0	0.0675819113152841	0.00104557881511799
218	5	1	1.6930008000345	1111111111.jpg	1	1	0	0	1.39998050250922	1
230	5	2	2.21667064598296	0000010011.jpg	2	1	7	0	0.0675825601913919	6.23575690522217e-05
242	5	2	3.96309215202928	1001100011.jpg	1	0	5	0	1.39997378189814	9.77970386904065e-08
254	5	2	2.99076953198528	1010000011.jpg	2	1	6	0	0.00374583668081159	7.06724873540084e-05
