onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	2.20055137015879	0101010011.jpg	1	1	3	0	1.16587436396104	0.211487665120653
14	5	1	1.77253938303329	0000000011.jpg	1	1	0	0	0.73812619221604	1.00506737058786
26	5	2	1.50405945489183	1010111011.jpg	2	1	5	0	1.16587244853963	0.211487658533659
38	5	2	NaN	1110111111.jpg	NaN	0	7	0	1.16586938080824	0.21148769321093
50	5	1	2.04751523886807	0000110011.jpg	1	1	2	0	0.94729429962246	0.451291090491385
62	5	2	2.62551951920614	1110011111.jpg	1	0	6	0	0.717469020135904	0.143535268827192
74	5	1	2.11649686796591	0010010011.jpg	1	1	2	1	1.1658748119074	0.36410099870448
86	5	2	2.3761237480212	1101101111.jpg	2	1	6	1	1.1658748119074	0.36410099870448
98	5	1	1.75592383905314	0100000011.jpg	1	1	1	0	0.73812289894432	1.00506727579666
110	5	1	1.55847708391957	0000010011.jpg	1	1	1	0	0.738126170620202	1.00506728667139
122	5	2	1.93806077702902	1101111111.jpg	2	1	7	0	1.16587436396104	0.364101026969124
134	5	1	1.73343465803191	0000010111.jpg	1	1	2	0	0.738124991490326	1.00506716084912
146	5	2	1.68045437312685	1010111111.jpg	2	1	6	1	1.1658748119074	0.211487678311115
158	5	2	2.79548026807606	0010111111.jpg	2	1	5	0	0.947294619430606	0.176981198025382
170	5	2	1.70266244397499	0101111111.jpg	2	1	6	0	0.94729429962246	0.287003712315491
182	5	1	2.54733345797285	1000100011.jpg	1	1	2	1	1.1658748119074	0.352271030404358
194	5	1	2.20503121614456	0110010011.jpg	1	1	3	0	1.16586938080824	0.364100966777025
