onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	2.68875433295034	1110111111.jpg	2	0	3	0	0.0920481599697315	4.27486950883423e-08
14	5	1	0.844433338148519	0010010011.jpg	1	1	2	1	1.66666247293112	1.57658379776068e-06
26	5	1	2.21653627720661	1110111011.jpg	2	0	2	0	0.00505448204876689	7.33455722035703e-17
38	5	2	1.23587438603863	1101000111.jpg	1	0	6	0	0.0896694584685203	6.9554112696431e-20
50	5	1	2.81375901796855	1010010011.jpg	1	1	1	0	1.632988024861	0.302168826968622
62	5	2	3.33701841905713	0111011111.jpg	2	1	6	1	1.66666247293112	0.0897330539755566
74	5	1	0.837497058091685	1111110011.jpg	1	1	2	1	1.66666247293112	7.47549049724464e-10
86	5	2	1.91347063495778	1101101111.jpg	2	1	6	1	1.66666247293112	1.57658379776068e-06
98	5	2	1.22786947106943	0001001111.jpg	2	1	7	0	0.0939463186651462	2.47392391736999e-09
110	5	1	0.85480239498429	1010110011.jpg	1	1	0	0	1.63298802485927	1
122	5	2	1.00185136008076	0111000011.jpg	1	0	5	0	1.63298802486171	3.56136791899403e-16
134	5	1	NaN	1000100011.jpg	NaN	0	2	1	1.66666247293112	0.0897330539755566
146	5	2	1.50520530506037	0101001111.jpg	2	1	8	0	1.63298802485927	1
158	5	1	3.43523063999601	1010111111.jpg	2	0	2	1	1.66666247293112	1.05757030651467e-16
170	5	2	1.23165732994676	0101000011.jpg	1	0	6	1	1.66666247293112	1.05757030651467e-16
182	5	1	1.34691156982444	0010111011.jpg	1	1	2	0	0.0896694584685203	6.9554112696431e-20
194	5	2	1.87851969804615	1001001011.jpg	1	0	5	0	0.00505448204877107	5.46111262777845e-17
206	5	2	1.29768887721002	0000001111.jpg	2	1	6	1	1.66666247293112	7.47549049724464e-10
218	5	1	1.09354269504547	1000110011.jpg	1	1	1	0	1.66666193922971	0.296956177034765
230	5	2	1.34375542611815	0101001011.jpg	2	1	7	0	0.0896694584684435	1.71573788538652e-09
242	5	1	2.66825865511782	1011100111.jpg	1	1	3	0	0.00505448204877327	1.56662257632036e-10
254	5	2	2.73579154792242	1101011111.jpg	2	1	6	0	1.66666140553246	1.57662164909495e-06
