onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	1.76399873802438	1101001111.jpg	1	0	7	0	2.62365579917214	1.09908147979501
14	5	1	0.805787682998925	1010010011.jpg	1	1	1	0	2.62365394625318	1.12635300062845
26	5	1	2.53801759681664	1110101011.jpg	2	0	3	0	0.00913190337351283	0.753565521495641
38	5	2	1.50922546908259	1101101111.jpg	1	0	6	1	2.62365642085424	1.09908145623127
50	5	1	1.20912693999708	1011010011.jpg	1	1	2	0	2.62365496021383	1.12635264091086
62	5	2	2.95635068998672	0101011111.jpg	1	0	7	0	2.35944334472539	0.891073405226581
74	5	1	0.943394208094105	0010010011.jpg	1	1	2	1	2.62365642085424	1.09908145623127
86	5	1	1.65810618409887	1011111011.jpg	1	1	2	0	0.0101545004335446	0.710946036904735
98	5	2	0.926277813035995	0111011111.jpg	1	0	6	1	2.62365642085424	0.752683190047398
110	5	2	3.33655540808104	0100101111.jpg	2	1	6	0	2.62365496021383	1.12635264091086
122	5	1	1.37285391101614	0110111011.jpg	1	1	3	0	0.0101544980276598	0.711487751735733
134	5	2	1.41658802400343	0101001111.jpg	2	1	8	0	2.62365456781388	1.12635302518889
146	5	2	1.05131308408454	0110001011.jpg	1	0	5	0	0.00913190340211262	0.76191246510386
158	5	1	0.871342769823968	1010110111.jpg	1	1	1	0	0.0101544980896049	0.910661790431439
170	5	2	2.68991265888326	1110001111.jpg	2	1	5	0	2.35944272636277	0.864446718345789
182	5	1	1.45278078480624	1111110011.jpg	1	1	2	1	2.62365642085424	1.12635257837587
194	5	2	1.67306407098658	1111001111.jpg	2	1	6	0	2.35944278570012	0.864446920836191
