onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	1.25438845506869	1111110011.jpg	2	0	2	1	1.45047917475734	4.18034785500546e-05
14	5	1	1.42599049303681	1011101111.jpg	1	1	2	0	0.50977686427101	0.818433103613462
26	5	2	1.04537288600113	1000100011.jpg	2	1	6	1	1.45047917475734	0.855835038640838
38	5	2	1.32058633095585	0001100111.jpg	1	0	5	0	0.000109212606362697	5.7488328752178e-05
50	5	1	1.26677449501585	1101101111.jpg	1	1	2	1	1.45047917475734	0.710192467807754
62	5	2	0.974482821999118	0000100011.jpg	2	1	7	0	1.34248388082232	0.999999950788165
74	5	2	1.47393045702484	0001011011.jpg	1	0	5	0	0.000106909314193501	0.234462890709798
86	5	1	1.006550058024	1100110111.jpg	2	0	3	0	0.000106764224888973	0.221138579004937
98	5	2	1.90451322891749	0101000011.jpg	2	1	6	1	1.45047917475734	4.23761190939807e-05
110	5	1	1.37167398899328	1111111111.jpg	1	1	0	0	1.34248387989847	1.00000000041621
122	5	1	1.06340317893773	1011111111.jpg	1	1	1	0	0.494447566981698	0.999999900566397
134	5	2	1.01877515902743	0000110011.jpg	2	1	6	0	1.38410472704597	0.818433144716624
146	5	1	1.94277311197948	0111100111.jpg	1	1	3	0	0.000290271485161797	6.38318416931015e-05
158	5	1	2.47333854797762	1101110111.jpg	1	1	2	0	0.000290271487950704	7.58961659776898e-05
170	5	2	2.29268757300451	0001010011.jpg	2	1	6	0	0.498985686194848	4.09218990469044e-05
182	5	2	1.2313512529945	0000000111.jpg	2	1	7	0	0.000295073186881382	0.315712126228752
194	5	1	1.40392353700008	1111011111.jpg	1	1	1	0	1.34248388082232	0.999999950788165
