onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	2.02662737097126	1000010111.jpg	1	1	3	0	0.000200587336852276	0.00104238721028613
14	5	1	1.35094330506399	1000001111.jpg	1	1	1	0	0.000753106182021901	0.0373911050929923
26	5	1	1.6329672569409	0010000111.jpg	1	1	2	0	0.00814032270395668	1.53817341988956e-13
38	5	2	1.81682406901382	1111010011.jpg	2	1	7	0	0.0248649326809859	1.67693658751212e-11
50	5	1	1.46003541990649	0000001111.jpg	1	1	0	0	0.0302878828836169	1
62	5	1	1.59166111110244	0000000111.jpg	1	1	1	0	0.173249408257337	0.168491822413296
74	5	2	1.97549001907464	0011100011.jpg	2	1	5	0	3.78334487785747e-05	9.89539876616434e-14
86	5	1	2.04100810596719	0010011111.jpg	1	1	2	1	1.00000000000006	1.51045718787962e-13
98	5	2	1.50526726001408	1110110011.jpg	2	1	7	0	0.000989721719464719	0.167228730184843
110	5	2	1.53294625796843	1101100011.jpg	2	1	6	1	1.00000000000006	1.51045718787962e-13
122	5	2	1.69173672201578	0011110011.jpg	2	1	6	0	0.000812515150558611	5.98069086230236e-13
134	5	1	2.06000165105797	1000101111.jpg	1	1	2	1	1.00000000000006	6.27025121779508e-13
146	5	1	1.10291556303855	0100011111.jpg	1	1	2	0	0.00152155846404152	2.64645795879723e-12
158	5	2	1.6294274230022	1010110011.jpg	2	1	6	1	1.00000000000006	2.67481620573535e-12
170	5	1	2.1450025200611	1001101111.jpg	1	1	3	0	0.0326771506274771	1.04856614909247e-13
182	5	2	1.75167085498106	0101110011.jpg	2	1	6	0	0.00115779521935318	3.41345966652232e-14
194	5	2	1.83947363996413	0101100011.jpg	2	1	5	0	0.0248649326809859	5.64776634627089e-15
