onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	1.96586457290687	0000000011.jpg	1	1	2	1	1	1.02559813160645e-07
14	5	1	1.46924404101446	0000001111.jpg	1	1	0	0	1.05547094938716e-08	1
26	5	2	1.46109308395535	0111010011.jpg	2	1	6	1	1	3.00934938081169e-06
38	5	1	3.50858482997864	0100000011.jpg	1	1	3	0	3.29940038684244e-06	5.09238118812806e-13
50	5	2	1.90415921201929	1111101111.jpg	2	1	5	0	0.0013411953181117	3.60991899713265e-10
62	5	1	1.95516133808997	0010011111.jpg	1	1	2	1	1	1.30263789923256e-12
74	5	1	2.09413091803435	0001001011.jpg	1	1	2	0	5.41261872123818e-08	3.81143650676245e-05
86	5	1	1.94113006396219	0101001111.jpg	1	1	2	1	1	1.14467495526501e-08
98	5	2	2.28806240600534	1111011011.jpg	2	1	6	0	8.69809000109481e-08	6.25315061588387e-09
110	5	2	1.87223902205005	1111100011.jpg	2	1	7	0	1.44943770473722e-08	0.00351981822692883
122	5	2	1.65843383199535	1111010011.jpg	2	1	7	0	5.61955372887851e-06	0.00100802627715334
134	5	1	3.59448739199433	0000101111.jpg	1	1	1	0	5.61955372887851e-06	0.00100802627715334
146	5	2	1.7660595420748	1111111111.jpg	2	1	6	1	1	1.02559813160645e-07
158	5	2	1.87332309596241	1001111011.jpg	1	0	5	0	4.81861477339715e-08	4.03721194154887e-13
170	5	1	2.24354359309655	1010001111.jpg	1	1	2	0	7.53699655098066e-09	1.10485232064073e-12
182	5	1	1.28019216307439	0001011011.jpg	1	1	3	0	7.31140308228625e-11	1.34155636872844e-07
194	5	2	2.60235198703595	1101100011.jpg	2	1	6	1	1	1.30263789923256e-12
206	5	2	NaN	1110100011.jpg	NaN	0	6	0	4.45711107023231e-09	8.11444349358291e-06
218	5	1	3.23423670802731	1000101111.jpg	1	1	2	1	1	3.00934938081169e-06
230	5	1	1.8729273439385	0001001111.jpg	1	1	1	0	3.29940038684244e-06	0.0023053586777585
242	5	2	2.47305743710604	1010110011.jpg	2	1	6	1	1	1.14467495526501e-08
254	5	2	1.94683131400961	1111110011.jpg	2	1	8	0	1.05547094938716e-08	1
