onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	2.48087275307626	0100000011.jpg	2	1	7	0	0.0372664155921879	1.59424568496475e-13
14	5	2	2.14861992420629	0100000111.jpg	1	0	6	0	5.17545502414352e-06	1.5012875328918e-15
26	5	1	1.58779145590961	1110111011.jpg	1	1	2	0	0.00106864822338473	3.00871980130572e-11
38	5	1	1.86762240901589	0001111111.jpg	2	0	3	0	0.000141643982001648	1.74633277716614e-15
50	5	1	1.50104617490433	0111011111.jpg	1	1	2	1	1.00000000000039	2.80242205652845e-06
62	5	1	1.77662230608985	1111111011.jpg	1	1	1	0	0.0286759058096579	2.92734781953773e-10
74	5	1	1.36015877686441	0111111011.jpg	1	1	2	0	0.000905191856695023	8.04684260521561e-15
86	5	2	2.04021831718273	0000011111.jpg	2	1	5	0	0.024773664528197	1.66662240131144e-13
98	5	2	1.13052209699526	1000010011.jpg	2	1	6	0	0.00380084802216097	7.15870499907589e-07
110	5	2	1.42299908585846	0101000011.jpg	2	1	6	1	1.00000000000039	1.63856120196049e-14
122	5	2	1.18539290688932	0000001111.jpg	2	1	6	1	1.00000000000039	6.39961618211319e-12
134	5	2	1.79760267003439	0010010011.jpg	2	1	6	1	1.00000000000039	2.38420340781994e-07
146	5	1	1.44086899701506	1111000111.jpg	1	1	3	0	2.24249335364423e-05	5.80423852127327e-05
158	5	2	1.15117644798011	0000010011.jpg	2	1	7	0	0.000119981874341823	0.0260425368315903
170	5	1	1.45055374503136	1011111111.jpg	1	1	1	0	0.0372664155921879	1.59424568496475e-13
182	5	2	1.46664627315477	0000000011.jpg	2	1	8	0	0.00484299187786777	1
194	5	1	1.18947513098828	1101101111.jpg	1	1	2	1	1.00000000000039	2.38420340781994e-07
206	5	1	1.06133182393387	1111111111.jpg	1	1	0	0	0.00484299187786777	1
218	5	1	1.51541081699543	1010111111.jpg	1	1	2	1	1.00000000000039	1.63856120196049e-14
230	5	2	1.7784405159764	1000100011.jpg	2	1	6	1	1.00000000000039	2.80242205652845e-06
242	5	2	1.55054765194654	0101100011.jpg	2	1	5	0	0.153422918867622	1.67049446728764e-15
254	5	1	1.57861343002878	1111110011.jpg	1	1	2	1	1.00000000000039	6.39961618211319e-12
