onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	3.22312379512005	0011000111.jpg	1	0	5	0	0.0905889890340001	5.45424061471902e-12
14	5	1	2.14672998199239	1111110011.jpg	1	1	2	1	1.66664539621006	2.72255838701543e-08
26	5	1	2.68636140786111	1010111111.jpg	1	1	2	1	1.66664539621006	0.0115300197109635
38	5	2	1.02527489000931	0000010011.jpg	2	1	7	0	1.63296735297679	0.999999807999934
50	5	2	2.70133086200804	0001000011.jpg	2	1	7	0	1.66664273014932	0.0115300219247285
62	5	2	NaN	0011000011.jpg	NaN	0	6	0	1.63296734589731	0.000133556751074912
74	5	2	1.92351416498423	0010010011.jpg	2	1	6	1	1.66664539621006	0.0115833886790421
86	5	2	1.42253157892264	1000100011.jpg	1	0	6	1	1.66664539621006	5.45423956750439e-12
98	5	2	NaN	0000001111.jpg	NaN	0	6	1	1.66664539621006	2.72255838701543e-08
110	5	1	4.20500055700541	1101101111.jpg	1	1	2	1	1.66664539621006	0.0115833886790421
122	5	1	1.76076786383055	1111101111.jpg	1	1	1	0	1.63296735297679	0.999999807999934
134	5	2	3.4359858140815	0110000011.jpg	2	1	6	0	1.66664006419627	0.0115833886790421
146	5	1	2.93542456300929	0111011111.jpg	2	0	2	1	1.66664539621006	5.45423956750439e-12
158	5	2	1.93768230103888	0000101111.jpg	1	0	5	0	0.0797071288563015	1.45276530614231e-08
170	5	1	3.23010488902219	0111101111.jpg	1	1	2	0	0.0797071292017049	0.000108775148232932
182	5	2	1.68099850788713	0000000011.jpg	2	1	8	0	1.63296734589733	1
194	5	1	1.7958738130983	1100110111.jpg	1	1	3	0	0.0887587344672443	0.000133556725432007
206	5	2	4.75105444691144	0101000011.jpg	2	1	6	1	1.66664539621006	0.0115300197109635
218	5	1	3.25861802487634	0111111111.jpg	1	1	1	0	0.0797071288563015	0.000108775169117772
230	5	1	1.23049936699681	1001110111.jpg	1	1	3	0	0.0905889890340001	0.0115833864550307
242	5	1	1.68999217497185	1111111111.jpg	1	1	0	0	1.63296734589733	1
254	5	1	2.06854967609979	1111010111.jpg	1	1	2	0	0.00442177303375322	1.67141101880339e-08
