onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	1.68789695808664	1001001011.jpg	1	0	5	0	0.00059120815420384	0.000270920474574609
14	5	2	1.388052016031	0010000011.jpg	2	1	7	0	1.67187517092008	0.999997066849195
26	5	2	1.83862540498376	0000001111.jpg	1	0	6	1	1.67189257758094	1.16383960227086e-07
38	5	1	1.08260308997706	1111101111.jpg	1	1	1	0	1.67188920854795	0.999991201359097
50	5	2	1.38943862193264	0010100011.jpg	2	1	6	0	1.67188397149857	0.999994133705877
62	5	2	1.84913743892685	1000100011.jpg	2	1	6	1	1.67189257758094	0.9999953069212
74	5	1	1.2439869181253	1111111111.jpg	1	1	0	0	1.67187853921847	1
86	5	1	1.12618619995192	1111001111.jpg	1	1	2	0	1.67188040725349	0.999988268232983
98	5	1	1.28265739604831	0101111111.jpg	1	1	2	0	1.67188040725349	0.999995306922314
110	5	1	1.80669453903101	1010111111.jpg	1	1	2	1	1.67189257758094	1.1638517670676e-07
122	5	1	1.52051204792224	1110001111.jpg	1	1	3	0	0.00687083295798842	0.000351475584065964
134	5	2	1.51637775218114	1010000011.jpg	2	1	6	0	1.67188040725349	0.999995306922314
146	5	2	1.31856666295789	0000000111.jpg	2	1	7	0	0.143857991725202	0.99999853337177
158	5	2	3.20220948103815	1110000011.jpg	2	1	5	0	0.00687084687999709	0.000270923573524559
170	5	1	2.7905264380388	1111110011.jpg	2	0	2	1	1.67189257758094	1.16383960227086e-07
182	5	1	1.08239333797246	1111111011.jpg	1	1	1	0	0.143857991725202	0.99999853337177
194	5	1	1.1420076249633	0101101111.jpg	1	1	3	0	1.67188734025751	0.999986508322702
