onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	1.93526188284159	0000001111.jpg	1	1	2	1	1.00000000000015	0.00168205516379841
14	5	1	2.42719050310552	0100000011.jpg	1	1	1	0	0.0367087472990309	4.75586497838923e-12
26	5	1	1.74999465513974	0011000111.jpg	1	1	3	0	0.000101542442685875	1.1057482044662e-12
38	5	1	2.5211738049984	0100010011.jpg	1	1	2	0	0.00107040216390014	8.38146891691862e-13
50	5	2	2.54068511258811	0010111111.jpg	1	0	5	0	0.000313087578190344	8.2435479331697e-15
62	5	2	2.22385314013809	1111010111.jpg	2	1	6	0	0.00325340953922956	0.0068257770327916
74	5	1	2.13128992170095	0001000011.jpg	1	1	1	0	0.000335117640025255	0.161355879800957
86	5	2	3.57328113075346	1111110111.jpg	2	1	7	0	0.0948638224301906	0.0410117145128463
98	5	2	2.33765501528978	1110110011.jpg	2	1	5	0	0.0367087472990309	0.000271409490828436
110	5	1	2.22971881460398	0011000011.jpg	1	1	2	0	0.00107040216390014	2.69602511621872e-11
122	5	2	2.82456180639565	1101101111.jpg	2	1	6	1	1.00000000000015	2.94462341083394e-11
134	5	2	2.22748240083456	0111011111.jpg	2	1	6	1	1.00000000000014	7.70125896593285e-13
146	5	1	2.76634514052421	1000100111.jpg	1	1	3	0	0.0948638224301906	3.15859567580818e-14
158	5	2	NaN	1111111111.jpg	NaN	0	8	0	0.00912909478915677	1
170	5	2	2.87710922304541	1011110111.jpg	2	1	6	0	0.00353261785771278	1.95046176755492e-13
182	5	2	2.18577759433538	1101111111.jpg	2	1	7	0	0.0291593214876214	1.67085644449055e-10
194	5	1	3.75561318267137	0010010011.jpg	1	1	2	1	1.00000000000015	2.94462341083394e-11
