onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	NaN	0101101111.jpg	NaN	0	7	0	0.129512918826068	0.000132984880913207
14	5	1	1.27345927199349	1010111111.jpg	1	1	2	1	1.0000000263565	0.000325744650923
26	5	2	2.08445482002571	0001000111.jpg	2	1	6	0	0.99999971443754	0.000230335670575895
38	5	1	1.50367314880714	0100110011.jpg	1	1	3	0	3.67305895860819e-05	1.08297215500218e-07
50	5	1	1.39419071283191	1001111011.jpg	1	1	3	0	0.999999583297023	0.000282101836419962
62	5	1	1.0467234342359	1110111011.jpg	1	1	2	0	0.99999971443754	0.000230335670575895
74	5	2	1.56902932701632	0000001111.jpg	2	1	6	1	1.0000000263565	0.000230335734261086
86	5	1	1.23621658235788	0010010011.jpg	1	1	2	1	1.0000000263565	0.000132984201852566
98	5	2	2.06348810810596	0111101111.jpg	1	0	6	0	3.67305923220634e-05	1.1254555487203e-07
110	5	1	1.075795665849	1010101011.jpg	1	1	2	0	0.000283605621942596	0.999994941063658
122	5	2	1.61492821900174	1011001111.jpg	1	0	5	0	3.67305895860819e-05	1.08297215500218e-07
134	5	2	1.52154251467437	0111101011.jpg	1	0	5	0	0.129512881209617	0.000230333392849831
146	5	1	1.04488002788275	1010010011.jpg	1	1	1	0	0.129512918826068	0.000132984880913207
158	5	1	0.944256921764463	1010110111.jpg	1	1	1	0	0.999999867051479	0.000325745581617308
170	5	2	1.98045625118539	0101000011.jpg	2	1	6	1	1.0000000263565	0.000325744650923
182	5	1	3.11131909815595	1010110011.jpg	1	1	0	0	0.000283605642483087	1
194	5	2	1.25823331112042	0100001111.jpg	2	1	7	0	0.000283605621357925	0.999997419367421
