onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	1.8706513280049	0001101011.jpg	1	1	3	0	0.000215734263310203	0.388548239234244
14	5	1	1.6421852633357	0100001111.jpg	1	1	1	0	0.10361966078925	2.40598136738829e-05
26	5	2	2.54126812424511	1101100011.jpg	2	1	6	1	1.27365574845447	0.999999412076045
38	5	1	2.20702554471791	1100011111.jpg	2	0	3	0	0.000215739010057857	0.0886885462327734
50	5	2	1.51523996517062	1110111111.jpg	2	1	5	0	0.10361966078925	0.228256111984214
62	5	1	2.20638012234122	0000000011.jpg	1	1	2	1	1.27365574845447	0.228256252861555
74	5	2	2.04177179839462	1111110111.jpg	2	1	7	0	1.27350295956934	0.999999747098015
86	5	2	3.18097446952015	0011100011.jpg	1	0	5	0	0.000215739010057857	0.0886885462327734
98	5	1	2.29606487229466	0010001011.jpg	1	1	2	0	1.27362454100713	0.9999992694911
110	5	1	1.75591014977545	0010011111.jpg	1	1	2	1	1.27365574845447	0.999999412076045
122	5	2	NaN	1111101011.jpg	NaN	0	6	0	1.27362454100713	0.228256285407483
134	5	1	1.67540941014886	0000011111.jpg	1	1	1	0	1.27353415785493	0.999999889683028
146	5	2	2.28598556201905	1010110011.jpg	2	1	6	1	1.27365574845447	2.40598066328704e-05
158	5	2	1.16854762844741	1111010111.jpg	2	1	6	0	0.00265172827700327	0.388548479042249
170	5	1	0.996943959034979	0001001011.jpg	1	1	2	0	0.103607230496651	0.999999129908765
182	5	2	1.55965101439506	1111100011.jpg	2	1	7	0	1.27353415785493	0.999999889683028
194	5	2	1.38596978224814	1111110011.jpg	2	1	8	0	1.27351822617382	1.00000000011218
