onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	1.10397186782211	0010001111.jpg	1	1	1	0	1.27363981209488	0.999999522505146
14	5	1	1.74683297984302	0000100011.jpg	1	1	3	0	0.00265198930644122	0.0886886433287557
26	5	1	1.19163114298135	0010011111.jpg	1	1	2	1	1.27365574845447	0.999999412076045
38	5	2	1.65100131649524	1110110011.jpg	2	1	7	0	0.103608472528008	0.999999382922776
50	5	1	2.07838817499578	1000100111.jpg	2	0	3	0	1.27350295956934	2.40597970380261e-05
62	5	1	1.37782745622098	0000000011.jpg	1	1	2	1	1.27365574845447	0.228256252861555
74	5	2	3.29264334402978	1111111111.jpg	2	1	6	1	1.27365574845447	0.228256252861555
86	5	2	1.73527844808996	1100110011.jpg	2	1	6	0	0.103618364270944	0.999998905316035
98	5	2	1.67465276364237	0101111011.jpg	2	1	5	0	0.00265193094386963	2.31711490029462e-05
110	5	1	1.24685172270983	0000101111.jpg	1	1	1	0	0.00265176006632221	0.388548577350544
122	5	2	1.66576531995088	1111110011.jpg	2	1	8	0	1.27351822617382	1.00000000011218
134	5	2	2.55686334427446	0101110011.jpg	2	1	6	0	0.00265178662235998	7.2898911727476e-05
146	5	1	0.99919280782342	0001101111.jpg	1	1	2	0	0.000215736849565123	0.388548337542478
158	5	2	1.51587137859315	1101100011.jpg	2	1	6	1	1.27365574845447	0.999999412076045
170	5	2	1.03884390182793	0111110011.jpg	2	1	7	0	0.00265198930644122	7.28989450421614e-05
182	5	1	1.89847965724766	1001001111.jpg	1	1	2	0	0.000215755499621874	7.28989019911397e-05
194	5	2	2.08458198141307	1010100011.jpg	2	1	5	0	1.27363981209488	2.40598053730752e-05
