onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	2.39069253392518	1000101111.jpg	1	1	2	1	1	1.40762500976131e-08
14	5	2	3.40931318467483	1101110111.jpg	2	1	6	0	5.62471961770382e-05	1.46325943005964e-08
26	5	1	3.3095544311218	1000001011.jpg	1	1	2	0	2.79111147729039e-05	7.96354793589843e-09
38	5	2	2.45708986604586	1111111111.jpg	2	1	6	1	1	8.15418434024018e-09
50	5	2	2.38848073594272	1111110111.jpg	2	1	7	0	5.90366079763054e-07	0.0069799239658337
62	5	1	2.79138392303139	1001101111.jpg	1	1	3	0	0.00567134024750135	3.00413694909995e-10
74	5	1	1.97127173282206	0000001111.jpg	1	1	0	0	3.02050417185908e-08	1
86	5	2	2.31111433776096	1110110011.jpg	2	1	7	0	3.40813735003998e-06	0.0213418837328282
98	5	2	2.28207991691306	1110101011.jpg	2	1	5	0	3.1899701403409e-07	3.97391063203282e-10
110	5	2	2.44424100592732	1011110111.jpg	2	1	6	0	3.10597595452014e-05	4.95298936129102e-05
122	5	2	3.34395394194871	1010110111.jpg	2	1	5	0	0.00547661684511025	1.05706123078608e-06
134	5	2	2.69230121094733	1010110011.jpg	2	1	6	1	1	0.000151443086767181
146	5	1	2.83966639684513	0100001111.jpg	1	1	1	0	0.00567134024750135	0.00709605059530103
158	5	1	1.72289614472538	0000011111.jpg	1	1	1	0	3.1580202942516e-07	0.0159387959759289
170	5	1	2.05355399427935	0101001111.jpg	1	1	2	1	1	0.000151443086767181
182	5	1	3.01683169510216	1010000111.jpg	2	0	3	0	2.86659081825182e-07	2.07867565509773e-10
194	5	2	2.38788819406182	1111110011.jpg	2	1	8	0	3.02050417185908e-08	1
206	5	1	3.11089125880972	0010011111.jpg	1	1	2	1	1	3.34138217403029e-08
218	5	2	2.65117723308504	0111010011.jpg	2	1	6	1	1	1.40762500976131e-08
230	5	1	2.64551306283101	0000000011.jpg	1	1	2	1	1	8.15418434024018e-09
242	5	2	2.40874195331708	1101100011.jpg	2	1	6	1	1	3.34138217403029e-08
254	5	1	2.2683687498793	1001001111.jpg	1	1	2	0	2.89035085483844e-05	2.43494219964698e-08
