onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	1.6578868678771	0000000111.jpg	1	1	1	0	0.000262382683240765	0.99999995185556
14	5	1	1.72474433993921	0010011111.jpg	1	1	2	1	1.00000001553243	4.24363279140988e-05
26	5	2	1.32818530406803	1110111111.jpg	2	1	5	0	0.000283229795276077	2.94213955112196e-09
38	5	2	1.42071545124054	1111111111.jpg	2	1	6	1	1.00000001553243	2.94213983438795e-09
50	5	1	2.99962414661422	1010011111.jpg	2	0	3	0	0.000140894507427223	1.31805274375935e-17
62	5	1	1.48951776279137	1000101111.jpg	1	1	2	1	1.00000001553243	1.03521019274995e-13
74	5	2	1.38925678003579	1111110111.jpg	2	1	7	0	0.999999972565434	2.94213997603563e-09
86	5	1	1.3377379681915	0000001111.jpg	1	1	0	0	0.000262382686761691	1
98	5	2	2.20489409891888	1011010011.jpg	2	1	6	0	0.000152089007769115	1.49361153261174e-09
110	5	1	1.40748713631183	0000101011.jpg	1	1	2	0	0.536980946684549	1.47106830278409e-09
122	5	1	1.80225539207458	1101001111.jpg	2	0	3	0	0.000140894507427223	6.2426734493964e-14
134	5	2	1.71065833978355	1010110011.jpg	2	1	6	1	1.00000001553243	2.98722619973443e-09
146	5	2	1.18578006699681	1110010011.jpg	2	1	6	0	6.25904256848541e-08	0.499999379068777
158	5	1	1.28555545397103	0010000111.jpg	1	1	2	0	0.000262382693034818	0.999767459740733
170	5	2	2.09700683411211	1110000011.jpg	2	1	5	0	0.000152088989591433	2.12230718040928e-05
182	5	2	1.82746693585068	1101110011.jpg	2	1	7	0	0.000262382696555745	0.999767507873979
194	5	1	1.56658837106079	1000001111.jpg	1	1	1	0	0.536980969757008	2.07042275174786e-13
