onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	1.5400507519953	0111000011.jpg	2	1	5	0	2.13826879543562	1.02628927048082
14	5	2	1.59292132407427	0101001111.jpg	2	1	8	0	2.13835140331579	1.02631562988734
26	5	1	1.84435486979783	1010111011.jpg	1	1	1	0	2.1383514050275	1.02629337516454
38	5	2	1.11908886115998	0001001111.jpg	2	1	7	0	0.485632905046683	1.02631365358686
50	5	1	1.96129978494719	0011110111.jpg	1	1	3	0	0.48563290511508	0.332156606650745
62	5	1	1.7970455638133	1010101111.jpg	1	1	3	0	2.13826879205991	0.332157052448567
74	5	2	0.736910196021199	0001001011.jpg	2	1	6	0	0.48563290472992	1.02631207432239
86	5	1	1.15543753001839	1000100011.jpg	1	1	2	1	2.13835140669168	0.332158610153522
98	5	1	1.42394363787025	1010111111.jpg	1	1	2	1	2.13835140669168	1.02629179593474
110	5	1	1.33851951593533	1000110111.jpg	1	1	2	0	2.13826879066518	1.02631152510472
122	5	2	1.30186764197424	0101101111.jpg	1	0	7	0	2.1383514051668	1.02631245372466
134	5	2	1.35262211691588	1101101111.jpg	2	1	6	1	2.13835140669168	1.02631080593391
146	5	2	1.38036126084626	0101000011.jpg	2	1	6	1	2.13835140669168	1.02629179593474
158	5	1	1.11968533322215	1110110111.jpg	1	1	2	0	0.48563290472992	1.02631207432239
170	5	2	1.02663448825479	0001101011.jpg	2	1	5	0	0.48563290511508	1.02630889817194
182	5	2	1.8714477722533	0101111111.jpg	1	0	6	0	2.13826879340063	0.332158562587867
194	5	1	0.994856934063137	1010010011.jpg	1	1	1	0	2.1383514051668	1.02631245372466
