onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	3.34844235799983	0110011111.jpg	2	0	3	0	0.0515279150293521	1.27735055143485e-08
14	5	2	1.75010862499994	0000010011.jpg	2	1	7	0	1.19999435870525	0.99999968014251
26	5	2	1.89762736200009	0101000011.jpg	1	0	6	1	1.19999948751127	3.38196191545322e-12
38	5	2	2.14729015600005	0000001111.jpg	2	1	6	1	1.19999948751127	0.000112988055481742
50	5	2	2.04774155199993	0100000111.jpg	2	1	6	0	0.0384068945276972	1.27807379628406e-08
62	5	1	NaN	1010111111.jpg	NaN	0	2	1	1.19999948751127	3.38196191545322e-12
74	5	2	NaN	0000000111.jpg	NaN	0	7	0	0.894426040862811	0.000113051957793106
86	5	1	2.13044280500026	1110111111.jpg	1	1	1	0	0.0515283004342684	1.49617991806024e-08
98	5	1	1.92466043399963	0011111111.jpg	1	1	2	0	0.00248093738944858	3.3819619150444e-12
110	5	2	2.81629048500008	0001110011.jpg	2	1	5	0	0.00248092943677696	1.49617896093172e-08
122	5	1	1.4683393510004	1111101111.jpg	1	1	1	0	1.19999435870525	0.99999968014251
134	5	1	1.63840473100026	1101101111.jpg	1	1	2	1	1.19999948751127	0.999999360285113
146	5	1	2.70661308299987	1111000111.jpg	1	1	3	0	0.0430640053745461	0.999434113369178
158	5	2	2.81395690099998	1100001011.jpg	1	0	5	0	0.00184917996214736	3.38196191509071e-12
170	5	2	2.19286725999973	1000100011.jpg	2	1	6	1	1.19999948751127	1.49617880017242e-08
182	5	2	2.1080231599999	0000000011.jpg	2	1	8	0	1.19999051212168	1
194	5	1	2.36746000699986	1111001111.jpg	1	1	2	0	0.0577762287239341	0.999999360285126
206	5	2	2.79583462800019	1000000111.jpg	1	0	6	0	0.0430640053752013	3.38196191560013e-12
218	5	2	1.20506922100003	0010010011.jpg	2	1	6	1	1.19999948751127	0.999999360285113
230	5	1	1.80161328400027	0111011111.jpg	1	1	2	1	1.19999948751127	1.49617880017242e-08
242	5	1	3.15757677500005	1111110011.jpg	1	1	2	1	1.19999948751127	0.000112988055481742
254	5	1	2.09566670999993	1111111111.jpg	1	1	0	0	1.19999051212168	1
