onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	2.38460678199772	0010011111.jpg	1	1	2	1	1.00000000000028	6.63539572435406e-07
14	5	2	1.87535993300844	1011010011.jpg	1	0	6	0	7.17763679326473e-06	1.434466167775e-15
26	5	1	2.09120506700128	0101001111.jpg	1	1	2	1	1.00000000000028	6.69964337345307e-15
38	5	2	2.16175261803437	1110000011.jpg	2	1	5	0	3.30353877994796e-05	7.0944275503881e-13
50	5	2	1.66077665402554	1111010111.jpg	2	1	6	0	0.00136565168173585	6.34766992819031e-15
62	5	2	2.04406048299279	0111010011.jpg	2	1	6	1	1.00000000000028	5.31414629616028e-12
74	5	2	2.23545789404307	0101110111.jpg	2	1	5	0	3.88745335814312e-05	4.83294363830126e-12
86	5	1	1.79893971595448	0000000011.jpg	1	1	2	1	1.00000000000028	2.65567877929525e-06
98	5	1	2.47803462995216	0000001111.jpg	1	1	0	0	0.00618482192826841	1
110	5	2	1.34558020194527	1111111011.jpg	2	1	7	0	0.0403446590744733	0.0940458521420292
122	5	2	1.42944101593457	1101100011.jpg	2	1	6	1	1.00000000000028	6.63539572435406e-07
134	5	1	1.73180368496105	0010001111.jpg	1	1	1	0	0.0284659155962204	7.23970324195403e-06
146	5	1	1.5519699039869	0000111111.jpg	1	1	2	0	0.000963560639121338	2.0602717219738e-11
158	5	1	1.45118586602621	0001011111.jpg	1	1	2	0	6.03610207746975e-06	0.00315601399359309
170	5	1	2.14580273104366	0100010111.jpg	1	1	3	0	0.000149612082764493	1.67704435140925e-15
182	5	2	1.4292283449322	1111111111.jpg	2	1	6	1	1.00000000000028	2.65567877929525e-06
194	5	2	1.78832736099139	1010110011.jpg	2	1	6	1	1.00000000000028	6.69964337345307e-15
206	5	1	1.58814558200538	1000101111.jpg	1	1	2	1	1.00000000000028	5.31414629616028e-12
218	5	1	1.75125383702107	0110001011.jpg	2	0	3	0	0.000149612082764493	1.57729193691616e-15
230	5	2	2.36244873597752	1111110011.jpg	2	1	8	0	0.00618482192826841	1
242	5	2	1.97059799800627	1011110011.jpg	2	1	7	0	0.0342847003688459	1.94562361407313e-13
254	5	1	1.67269370506983	0000000111.jpg	1	1	1	0	0.0403446590744733	0.0940458521420292
