onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	2.52539171208628	1010110011.jpg	2	1	6	1	1.00000000000006	2.67481620573535e-12
14	5	1	2.0383696189383	0010011111.jpg	1	1	2	1	1.00000000000006	1.51045718787962e-13
26	5	1	1.93427088903263	1100101111.jpg	2	0	3	0	0.000989721719464719	6.90006454987314e-16
38	5	2	2.23370829201303	0111100111.jpg	2	1	5	0	0.000202408576137691	0.00100300997877066
50	5	2	1.42727037100121	1111100011.jpg	2	1	7	0	0.0014103061175303	0.16545578084516
62	5	2	1.87215524003841	1110010011.jpg	2	1	6	0	0.000812515150558611	2.80431976130155e-12
74	5	1	1.70646604592912	0000011111.jpg	1	1	1	0	0.0014103061175303	0.16545578084516
86	5	1	1.52610777097289	0001101111.jpg	1	1	2	0	0.000812515150558611	2.80431976130155e-12
98	5	2	1.3057240920607	1111110011.jpg	2	1	8	0	0.0302878828836169	1
110	5	2	1.5053126020357	0111010011.jpg	2	1	6	1	1.00000000000006	6.27025121779508e-13
122	5	1	1.50378738401923	1000101111.jpg	1	1	2	1	1.00000000000006	6.27025121779508e-13
134	5	1	2.7513100230135	0100000111.jpg	1	1	2	0	0.00571269894261311	2.69501931053841e-12
146	5	1	1.71520459395833	1100001011.jpg	1	1	3	0	0.000140767769141874	9.69630709967619e-14
158	5	2	1.72180439496879	0111111111.jpg	2	1	5	0	0.0248649326809859	0.00102141477534681
170	5	2	1.79639869905077	1101110111.jpg	2	1	6	0	0.00806707741068491	1.48006736268911e-13
182	5	1	1.54823237808887	0000001011.jpg	1	1	1	0	0.174822431929432	0.162126873348149
194	5	2	2.50754391704686	1011110011.jpg	2	1	7	0	0.0326771506274771	1.59949561464636e-11
