onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	1.90236984897638	1010010011.jpg	1	1	1	0	0.0354809962303727	2.95438744488248e-12
14	5	1	1.65073954901891	1110110011.jpg	1	1	1	0	0.0367780638516307	2.06078284053981e-12
26	5	1	2.43764693598496	0110010011.jpg	2	0	3	0	0.00118223355766542	1.50871344117328e-15
38	5	2	2.05616442597238	0101101111.jpg	2	1	7	0	0.0354809962303727	2.95438744488248e-12
50	5	2	2.46800471300958	1111000111.jpg	2	1	5	0	0.000232905416360184	5.44456099083366e-14
62	5	1	2.35938032803824	1000100011.jpg	1	1	2	1	1.00000000000003	3.73611197652687e-13
74	5	2	NaN	0001101111.jpg	NaN	0	6	0	4.19468248331175e-05	2.23554411537272e-16
86	5	2	2.19017781194998	0001001111.jpg	2	1	7	0	0.0367780638516307	2.06078284053981e-12
98	5	1	2.53737964999164	1110100011.jpg	1	1	2	0	0.00141922062996762	3.45722031569297e-13
110	5	2	2.84415439498844	0000001111.jpg	2	1	6	1	1.00000000000003	3.45510346406119e-13
122	5	2	1.66325947304722	0111011111.jpg	2	1	6	1	1.00000000000003	3.73611197652687e-13
134	5	2	NaN	0101001111.jpg	NaN	0	8	0	0.0321450730455344	1
146	5	1	2.04610029101605	0111110011.jpg	1	1	3	0	0.0354809962303727	5.11961768256197e-14
158	5	2	1.75333307305118	0111010111.jpg	2	1	5	0	0.170107213202792	6.16426386530128e-14
170	5	2	NaN	0111000111.jpg	NaN	0	6	0	0.00656422989831131	3.67439967320162e-13
182	5	1	1.58381546702003	0011110011.jpg	1	1	2	0	4.19468248331175e-05	0.0248430721658099
194	5	1	2.52355734194862	0010010011.jpg	1	1	2	1	1.00000000000003	4.37767909449903e-13
