onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	2	1.13883160497062	0101011111.jpg	2	1	7	0	1.03698535944186e-06	0.00971826679400875
14	5	2	1.1899307440035	0100010111.jpg	2	1	5	0	1.89093257895399e-07	3.08989098970859e-08
26	5	1	1.31367091898574	0011100011.jpg	1	1	3	0	1.61854475235016e-08	1.66444785169168e-08
38	5	2	2.4042427589884	0000001111.jpg	2	1	6	1	1.00000000000003	7.34202728399802e-07
50	5	2	1.9684629960102	1100011111.jpg	2	1	5	0	1.61854475235016e-08	1.66444785169168e-08
62	5	1	1.88306405500043	1010111111.jpg	1	1	2	1	1.00000000000003	1.78120851876938e-06
74	5	2	1.15092926297802	0101000011.jpg	2	1	6	1	1.00000000000003	1.78120851876938e-06
86	5	1	2.40891184000066	1110110111.jpg	1	1	2	0	1.84454614320198e-05	4.11316771339032e-07
98	5	1	2.19798179500503	1010110011.jpg	1	1	0	0	7.76686984852136e-07	1
110	5	1	3.87209064298077	1010010011.jpg	1	1	1	0	0.000141582805686908	0.000128618177586076
122	5	2	1.3716893910314	0101001111.jpg	2	1	8	0	7.76686984852136e-07	1
134	5	1	2.23079950100509	0010010011.jpg	1	1	2	1	1.00000000000003	7.8118089861523e-08
146	5	1	2.25024038803531	1111110011.jpg	1	1	2	1	1.00000000000003	7.34202728399802e-07
158	5	1	3.50184661400272	1000100011.jpg	1	1	2	1	1.00000000000003	2.07234633926387e-05
170	5	2	2.56141742499312	1101101111.jpg	2	1	6	1	1.00000000000003	7.8118089861523e-08
182	5	1	NaN	1000110011.jpg	NaN	0	1	0	0.0102513660937548	0.00213242379859488
194	5	2	1.94382873497671	0001011111.jpg	2	1	6	0	7.31912874812702e-05	2.53030400560159e-06
206	5	2	1.29865008202614	1101001111.jpg	2	1	7	0	0.000221113890494003	0.000607364303402154
218	5	1	3.70224768499611	1000100111.jpg	1	1	3	0	0.00258349857310627	3.27382055958257e-08
230	5	2	3.10493411199423	0111011111.jpg	2	1	6	1	1.00000000000003	2.07234633926387e-05
242	5	2	1.35591341304826	0100011111.jpg	2	1	6	0	1.30330020734872e-08	2.74044396361236e-05
254	5	1	1.68680222303374	0010100011.jpg	1	1	2	0	2.26686513169145e-06	5.90252834161977e-06
