onset	duration	trial_type	response_time	stim_file	response	correct	prot1distance	trainitem	exemplar	prototype
2	5	1	2.07357445399975	1010111111.jpg	1	1	2	1	1.00000000000003	0.0240856320554906
14	5	2	1.47576377098449	0100011011.jpg	2	1	5	0	0.000241419666398406	0.00410601342928101
26	5	1	1.78365829301765	0010110011.jpg	1	1	1	0	0.00114053922725005	0.148175524577249
38	5	2	1.21912510297261	1101001111.jpg	2	1	7	0	0.00114053922725005	0.148175524577249
50	5	1	1.64588266902138	1011100111.jpg	1	1	3	0	0.000241419666398406	0.00410601342928101
62	5	2	2.65725895302603	0001011111.jpg	2	1	6	0	0.00141922062996762	3.45722031569297e-13
74	5	1	2.93237297498854	1111110011.jpg	1	1	2	1	1.00000000000003	3.45510346406119e-13
86	5	2	2.44819347298471	0100001111.jpg	2	1	7	0	0.00118223355766542	0.167659755122772
98	5	1	2.11607033101609	1100111011.jpg	2	0	3	0	0.000268189396411497	1.79748091586676e-15
110	5	2	2.7511187249911	0001010111.jpg	2	1	5	0	0.000241419666398406	5.70411657902822e-14
122	5	1	2.46435760596069	1010110111.jpg	1	1	1	0	0.170107213202792	0.145981126621307
134	5	1	1.74917143001221	1110010011.jpg	2	0	2	0	4.19468248331175e-05	2.23554411537272e-16
146	5	2	NaN	1101101111.jpg	NaN	0	6	1	1.00000000000003	4.37767909449903e-13
158	5	2	1.86002247896977	0101000011.jpg	2	1	6	1	1.00000000000003	0.0240856320554906
170	5	1	2.303996076982	1011010011.jpg	1	1	2	0	0.00130492234488007	4.95331875546791e-13
182	5	2	1.36233217496192	0101001111.jpg	2	1	8	0	0.0321450730455344	1
194	5	2	2.30992868798785	0011001111.jpg	1	0	6	0	4.56209514425117e-05	2.96568916955763e-16
